del	1		Mācības Latvijas Universitātē (LU) notiek kombinēti – teorētiskās nodarbības tiek organizētas attālināti, lai iespējami ilgi saglabātu iespēju klātienē organizēt praktiskās nodarbības, tostarp laboratorijas darbus, ievērojot aktuālos drošības apstākļus.
del	1		Kā norāda LU pārstāve Sindija Grāvere, daļa nodarbību jau no mācību gada sākuma notika attālināti.
del	1		Pakāpeniski pieaugot Covid-19 saslimušo skaitam, LU arvien vairāk nodarbību pārcēla attālinātā režīmā.
del	1		Tam par iemeslu bija gan piesardzība, gan arī Covid-19 inficēto personu atrašanās LU telpās, kas noveda pie pašizolācijas prasību ievērošanas.
del	1		Arī Rīgas Tehniskā universitāte no 8. oktobra studiju procesus organizē attālināti.
del	1		Izņēmumi ir laboratorijas darbi inženierzinātņu studentiem, kas ir atļauti nelielās grupās, lietojot sejas aizsargmasku.
del	1		Savukārt, ja nepieciešamas klātienes nodarbības, notiek auditorijā klātesošo studentu reģistrēšana.
del	1		Rīgas Stradiņa universitāte (RSU) pirmo studiju mēnesi lielākoties organizēja attālinātā režīmā, vien sociālo zinātņu pirmā kursa studentiem 20% lekciju notika klātienē.
del	1		Tas ļāva augstskolai sagatavoties – iepirkt dezinfekcijas un individuālos drošības līdzekļus un veikt citus drošības pasākumus.
del	1		Kopš 5. oktobra studijas RSU notiek kombinētā veidā, teorētiskās nodarbības organizējot attālināti, bet praktiskās – klātienē, studentiem un pasniedzējiem lietojot sejas maskas.
del	1		Savukārt Latvijas Kultūras akadēmijā (LKA) lielākā daļa studiju no 12. līdz 26. oktobrim notiek attālināti, praktiskās nodarbības klātienē notiek tikai nelielām studentu grupām (līdz 14 studentiem) atsevišķās specializācijās, telpās, kurās ir iespējams nodrošināt nepieciešamo attālumu.
del	1		Pēc noteiktā datuma augstskola vērtēs attālināto studiju procesu pagarināt, ņemot vērā Covid-19 saslimšanas rādītājus valstī.
del	1		Kā norāda Vidzemes augstskolā (ViA), no pirmdienas, 19. oktobra, līdz 31. oktobrim mācības notiek tiešsaistē, izņemot laboratorijas un individuālos darbus, mācību ekskursijas un citus procesus, kurus kvalitatīvi nevar īstenot attālināti.
del	1		Līdz 19. oktobrim mācības lielākoties notika klātienē.
del	1		ViA norāda, ka lēmums par divu nedēļu attālinātām studijām pieņemts nesaistīti ar Covid-19 (augstskolā nav konstatēts neviens gadījums), un, ja situāciju šo nedēļu laikā stabilizēsies, augstskola pāries atpakaļ uz klātienes studijām.
del	1		Daugavpils Universitāte mācības realizē attālināti līdz 6. novembrim, kas saistīts ar Ministru kabineta noteiktajiem epidemioloģiskās drošības pasākumiem, balstoties uz lielo Covid-19 inficēto skaitu Daugavpilī pēdējo nedēļu laikā.
del	1		Tai skaitā arī administratīvais personāls savus darba pienākumus veic attālināti.
del	1		Savukārt Latvijas Lauksaimniecības universitāte (LLU) visus mācību procesus realizē klātienē.
del	1		"Tā kā šobrīd Jelgavā un tās apkārtnē nav vērojams Covid-19 saslimstības pieaugums un SPKC nav noteicis universitātei pretepidēmijas pasākumus, studijas turpinām īstenot klātienē. Šādu lēmumu arī atbalsta LLU Studējošo pašpārvalde, kas aktīvi aicina studentus ievērot dažādus drošības noteikumus, lai studijas varētu notikt klātienē," norāda universitātes pārstāve Lana Janmere.
del	1		Augstskolā katras studiju programmas direktors lemj, vai lekcijas organizēt attālināti, taču, tā kā lielākā daļa programmu ir inženierzinātnes un biozinātnes, klātienes apmeklējums ir vispiemērotākā kvalitatīvu studiju nodrošināšanai, norāda Janmere.
del	1		Visas aptaujātās augstskolas norādīja, ka seko līdzi epidemiologu ieteikumiem un prasībām –dezinficē virsmas, vēdina telpas un informē par aktuālajiem drošības pasākumiem savās telpās.
del	1		Jau vēstīts, ka IZM vadlīnijas Covid-19 situācijas kontrolēšanai nosaka, ka skolas un augstskolas rīkojas saskaņā ar SPKC norādījumiem, kā arī regulāri sniedz informāciju Izglītības kvalitātes valsts dienestam, ja izglītības iestādei, izglītojamam vai darbiniekam SPKC noteicis obligātus pretepidēmijas pasākumus vai izglītojamam jāievēro pašizolācija.
del	1		Ministrijas izplatītajā preses paziņojumā citēts aizsardzības ministrs Artis Pabriks (AP), kurš norādījis, ka Covid-19 sniegtās mācības uzskatāmi demonstrē, ka nopietnas krīzes gadījumā Nacionālajiem bruņotajiem spēkiem nepieciešamo materiāltehnisko līdzekļu piegādes no ārvalstīm būs ierobežotas vai pat neiespējamas.
del	1		Viņš arī atzīmējis, ka līdz ar to sadarbībā ar vietējo industriju Latvijai jau laicīgi jāsagatavojas jebkuram scenārijam. "Šī pieeja ir pragmatiska gan no bruņoto spēku nodrošinājuma viedokļa, gan nodrošina saimnieciski izdevīgākās valsts aizsardzības budžeta līdzekļu investīcijas vietējā ekonomikā," uzsvēris Pabriks.
del	1		Viņš arī sacījis, šāds pilnvarojums paver ceļu sadarbības paplašināšanai ar vietējo aizsardzības industriju un būtiski stiprina Nacionālajiem bruņotajiem spēkiem stratēģiski svarīgu produktu piegādes drošību, sekmējot bruņoto spēku veikstpēju.
del	1		Gatavojot ziņojuma projektu, Aizsardzības ministrija ir izvērtējusi visu Latvijā sertificēto militāro ražotāju industriālās iespējas un pašreizējā piedāvājuma atbilstību Nacionālo bruņoto spēku kvalitātes prasībām.
del	1		Paredzēts, ka piegādes līgumi tiks slēgti pakāpeniski, katrā atsevišķā gadījumā pārliecinoties par piedāvājuma tehnisko un izmaksu atbilstību vispārējiem rādītājiem salīdzināmos starptautiskos vai nacionālos munīcijas iepirkumos.
del	1		Saskaņā ar celto apsūdzību, apsūdzētais vīrietis, atrodoties alkohola ietekmē ar alkohola koncentrāciju asinīs 2,18 promiles, vadīja automašīnu pa Rīgas ielām un tuvojoties neregulējamai gājēju pārejai, pārkāpa Ceļu satiksmes noteikumus, neievēroja gājēju pāreju, nesamazināja braukšanas ātrumu un neapturēja transportlīdzekli pirms gājēju pārejas, bet turpināja kustību uz priekšu, kur nedeva ceļu gājējai, kura šķērsoja brauktuvi pa gājēju pāreju.
del	1		Kā rezultātā gājēja tika notriekta, pēc kā iestājās viņas nāve.
del	1		Lēmums par to, ka jāpiedāvā iegādāties preces ne vien uz kuģiem, bet arī internetā, uzņēmumā pirms diviem gadiem pieņemts, ņemot vērā gan pieprasījumu, gan arī iepirkšanās paradumu tendenču izmaiņas, kad, attīstoties digitālai jomai un e-komercijai, arvien vairāk tirgotāju pasaules mērogā pārnes savu darbību tiešsaistes vidē. "Arī "Tallink" šajā ziņā nav izņēmums.
del	1		Covid-19 pandēmijas ietekmē šim segmentam tiek pievērsta pastiprināta uzmanība, attīstot iespējas, piedāvājumus, kas klientiem būtu pievilcīgi," portālam "Delfi" stāsta uzņēmuma pārstāve Esēnija Zīriņa.
del	1		"Tallink" e-veikala segments ir izveidots un attīstīts visos "Tallink" darbības tirgos, tostarp Igaunijā, Zviedrijā, Somijā un Latvijā.
del	1		Turklāt Igaunijā, kur Tallinas ostā tagad ieziemoti vairāki "Tallink" kuģi, ir attīstīts arī "peldošā universālveikala" koncepts uz kuģa "Silja Europa", kur visiem interesentiem ir iespēja nedēļas nogalēs doties uz kuģi un iepirkties kuģa veikalos, atpūsties un ieturēt maltīti kuģa restorānos. "Tas viss notiek, kamēr kuģis stāv ostā," stāsta Zīriņa. Šāds iepirkšanās nedēļas nogales pasākums ir ieplānots arī šajā nedēļas nogalē.
del	1		Plāni gan tiek veidoti, ņemot vērā pandēmijas situācijas attīstību un ieviestos jaunos ierobežojumus, ja tādi ir, viņa piebilst.
del	1		Jautāta, cik lielu finansiālu pienesumu interneta tirdzniecība sniedz "Tallink, Zīriņa informē: ""Tallink Grupp" apgrozījuma struktūra kopumā veidojas šādi: aptuveni 55% no kopējā apgrozījuma ir kuģa restorānu un veikalu pārdošana, 26% - biļešu tirdzniecība un 13% - kravu pārvadājumi, 6% - citi pakalpojumi.
del	1		Minēto 55% segmentā ir arī "Tallink" e-veikalu apgrozījums." Viņa gan piebilst, ka šis sadalījums neattiecas lokāli uz AS "Tallink Latvija", kur apgrozījuma apjoma struktūra ir citāda.
del	1		Zīriņa stāsta, ka visos "Tallink" e-veikalos un kuģa veikalos preces pastāvīgi tiek papildinātas.
del	1		Tāpat darbs turpinās ar jauniem sadarbības partneriem. Šobrīd "Tallink Grupp" sadarbojas ar vairāk nekā 800 partneriem. "Tallink" veikalos ir pārstāvētas aptuveni 1 000 zīmolu preces. "Jāņem vērā, ka ar katru piegādātāju tiek slēgts atsevišķs līgums, kurā tiek atrunātas preču tirdzniecības vadlīnijas, tostarp paredzot, vai preces ir atļauts tirgot e-vidē, uz kuģa un/vai uz sauszemes," stāsta uzņēmuma pārstāve.
del	1		Īpaši iecienīts klientu vidū ir parfimērijas un dabīgās kosmētikas segments, kas veikalā pārstāvēts visplašāk – piemēram, 2020.gadā ir pārdots aptuveni 2 500 litru smaržu un parfīmu.
del	1		Savukārt, saldumu segmentā ir pārdots vairāk nekā 6 500 kilogramu konfekšu, šokolādes, karameļu un citu saldumu.
del	1		Taujāta, kā "Tallink" šobrīd kopumā raugās uz Latvijas tirgu un iespēju tajā atsākt plašāku darbību, Zīriņa norāda: "Kā jau vairākos paziņojumos minēts, Covid-19 ietekme uz "Tallink" darbību ir milzīga.
del	1		Vairāku mēnešu garumā tiek pastāvīgi meklēti risinājumi, lai turpinātu darbību visos uzņēmuma tirgos, kā arī samazinātu pandēmijas rezultātā radušos zaudējumus.
del	1		Pasliktinoties pandēmijas situācijai visā Baltijas jūras reģionā, kā arī valstīs ieviesto ceļošanas ierobežojumu dēļ, septembrī tika pārtraukta Rīga-Helsinki līnijas darbība.
del	1		Uz Stokholmu tiek nodrošināti tikai speciālie reisi ar izbraukšanu no Rīgas vienu reizi nedēļā.
del	1		Šobrīd ir grūti prognozēt, kā situācija attīstīsies un kāda būs ceļošana pēc Covid-19 pandēmijas.
del	1		Uzņēmums arvien turpina meklēt risinājumus efektīvai darbības turpināšanai.
del	1		Indikatīvi ir paredzēts atjaunot kuģa "Romantika" satiksmi starp Rīgu un Stokholmu 2021. gada pavasarī.
del	1		Tāpat, sākot ar nākamā gada pavasari, ir doma atjaunot satiksmi no Rīgas uz Helsinkiem ar kuģi "Isabelle".
del	1		Tomēr, kā jau tika minēts, šie ir tikai indikatīvie plāni un tie var mainīties, mainoties situācijai kopumā.
del	1		Svarīgi piebilst, ka AS "Tallink Grupp" valdes priekšsēdētājs Pāvo Negene ir uzsācis un turpina sarunas ar Latvijas valsts valdības pārstāvjiem, Rīgas domi un Rīgas Brīvostu par iespējām darbības turpināšanai Latvijā ar visu iesaistīto pušu atbalstu un aktīvu iesaisti."
del	1		AS "Tallink Latvija" darbinieku skaits kopš pavasara ir samazinājies par 91%.
del	1		"Tas ir milzīgs kritums, kāds vēl līdz šim nav pieredzēts. Šobrīd uzņēmumā (AS "Tallink Latvija" ) strādā mazliet vairāk nekā 60 darbinieku," informēja Zīriņa.
del	1		Arī citos "Tallink Grupp" darbības tirgos notiek kolektīvā atlaišana un darbinieku skaits tiek būtiski samazināts. Šis un citi pasākumi tiek īstenoti, lai uzņēmums samazinātu radušos zaudējumus.
del	1		Simboliskā atslēgas nodošana notika zāles telpās, kur Rīgas Vāgnera biedrības priekšsēdētājam Mārim Gailim to pasniedza VNĪ valdes priekšsēdētājs Renārs Griškevičs.
del	1		Pasākumā klāt bija Valsts prezidents Egils Levits un Rīgas mērs Mārtiņš Staķis.
del	1		Namu Rīgas Riharda Vāgnera biedrībai valsts uzticējusi ar noteikumu, ka tas tiek atjaunots 10 gadu laikā un turpinās būt par publiski pieejamu kultūras telpu – tajā var darboties muzejs, notikt izstādes, koncerti un izrādes.
del	1		Ja kāds no šiem nosacījumiem minētajā laikā netiek īstenots, ēka atgriezīsies valsts īpašumā. Ēka biedrībai tiek nodota bez atlīdzības.
del	1		Projekta patrons Valsts prezidents Egils Levits svinīgajā pasākumā uzsvēra: "Es atbalstu šo nākotnē vērsto Latvijas–Vācijas kopprojektu, jo ēka atspoguļo pēdējo divarpus gadsimtu Latvijas vēsturi. Šis projekts ir ļoti liels pienesums ne tikai mūsu Latvijas kultūras dzīvei, bet arī visas Eiropas, tādēļ esmu gandarīts, ka drīz Vāgnera zāle atgūs savu agrāko spozmi, atkal kļūstot par vienu no redzamākajiem Ziemeļeiropas kultūras norišu centriem, kas atrodas Baltijas jūras krastos. Šis nams būs viens no pievilcības objektiem Rīgai, lai cilvēki brauktu uz šejieni un baudītu kultūras sarīkojumus.
del	1		Tas būtu viens no magnētiem, jo pilsētas pievilcību rada dažādi elementi, un kultūras piedāvājums ir viens no tiem.
del	1		Lai veicas projekta īstenošanā!"
del	1		Vāgnera nama atslēgas nodotas Mārim Gailim un Rīgas Vāgnera biedrībai
del	1		Savukārt projekta idejas autors Māris Gailis sacīja: "Atslēgu pasniegšanas ir viens no svarīgākajiem priekšnosacījumiem šī unikālā, Vecrīgas sirdī atrodamā ēku ansambļa saglabāšanai.
